ensemblGeneID	GeneSymbol	p1.shared_all_subcomp.1	p2.shared_all_subcomp.2	p3.shared_all_subcomp.3	p4.shared_all_subcomp.4	p5.shared_all_subcomp.5	p6.shared_all_subcomp.6	p7shared_all_subcomp.7	p8.shared_all_subcomp.8	p9.shared_all_subcomp.9	p10.shared_all_subcomp.10	p11.shared_all_subcomp.11	p12.shared_all_subcomp.12	p13.shared_all_subcomp.13	p14.shared_all_subcomp.14	p15.shared_all_subcomp.15	p16.shared_all_subcomp.16	p17.shared_all_subcomp.17	p18.shared_all_subcomp.18	p19.shared_all_subcomp.19	p20.shared_all_subcomp.20
ENSG00000150093	ITGB1	0.2612	0.0295	0.0413	0.1332	0.0966	0.0783	0.0324	0.3387	0.2258	0.1337	0.0276	0.2135	0.0281	0.1334	0.0101	0.1611	0.0862	0.4498	0.0818	0.0317
ENSG00000105223	PLD3	0.2611	0.7026	0.3463	0.2752	0.2331	0.0924	0.2639	0.0768	0.2701	0.3587	0.2867	0.4440	0.2881	0.1837	0.2724	0.2313	0.2238	0.0615	0.2821	0.0942
ENSG00000101596	SMCHD1	0.2611	0.1455	0.1298	0.2725	0.2084	0.4022	0.3434	0.4221	0.3689	0.1215	0.3234	0.1800	0.2747	0.3846	0.2554	0.1041	0.3056	0.2632	0.3202	0.3008
ENSG00000136156	ITM2B	0.2605	0.8581	0.4647	0.5387	0.1517	0.1669	0.0825	0.1463	0.0598	0.0000	0.0261	0.5772	0.4523	0.3334	0.2011	0.4166	0.0429	0.0047	0.7769	0.3559
ENSG00000114126	TFDP2	0.2604	0.2459	0.0886	0.1887	0.3723	0.1936	0.3948	0.5556	0.1584	0.4121	0.5191	0.1878	0.1005	0.1959	0.0747	0.5853	0.1986	0.3887	0.1715	0.2270
ENSG00000079785	DDX1	0.2603	0.3709	0.2371	0.1330	0.0932	0.1570	0.1858	0.3590	0.0341	0.1168	0.0678	0.5893	0.2193	0.2706	0.2090	0.0350	0.2114	0.1893	0.3070	0.3765
ENSG00000112159	MDN1	0.2603	0.1722	0.2054	0.1827	0.1362	0.2343	0.3361	0.1714	0.3896	0.3389	0.4338	0.0812	0.1681	0.1870	0.0338	0.1672	0.2534	0.2621	0.3028	0.2462
ENSG00000006125	AP2B1	0.2603	0.2992	0.2142	0.3080	0.3795	0.2744	0.3950	0.2983	0.2789	0.3101	0.1645	0.1563	0.2676	0.2058	0.2056	0.1962	0.1438	0.2225	0.1320	0.1779
ENSG00000175387	SMAD2	0.2602	0.0578	0.1411	0.2951	0.1742	0.2007	0.1609	0.0880	0.3276	0.0766	0.0584	0.0924	0.2276	0.0496	0.0778	0.1721	0.1473	0.3848	0.0185	0.4420
ENSG00000003756	RBM5	0.2601	0.1537	0.0728	0.2160	0.2502	0.3675	0.4236	0.2774	0.3088	0.3131	0.2316	0.2265	0.3207	0.3456	0.2009	0.1520	0.2349	0.1946	0.4258	0.4444
ENSG00000132676	DAP3	0.2600	0.1698	0.1192	0.0766	0.0984	0.2030	0.1789	0.3347	0.2644	0.4120	0.2047	0.3563	0.0732	0.1040	0.1457	0.0547	0.2059	0.1521	0.0990	0.3884
ENSG00000134283	PPHLN1	0.2600	0.2619	0.0876	0.2752	0.4041	0.3504	0.3497	0.3194	0.2953	0.1879	0.1828	0.2757	0.2831	0.2471	0.2757	0.2933	0.2227	0.2890	0.2080	0.4389
ENSG00000126583	PRKCG	0.2598	0.3120	0.0000	0.0000	0.0000	0.0012	0.3344	0.0000	0.2569	0.3774	0.0000	0.0000	0.1594	0.0000	0.0000	0.0001	0.0065	0.0250	0.0001	0.3161
ENSG00000155893	PXYLP1	0.2597	0.0236	0.1245	0.0934	0.0104	0.0018	0.2667	0.1497	0.0229	0.2357	0.2225	0.3611	0.0026	0.3541	0.0857	0.1754	0.0060	0.2939	0.0041	0.1796
ENSG00000164733	CTSB	0.2597	0.7691	0.5423	0.2033	0.0011	0.0373	0.0514	0.1015	0.0366	0.1033	0.0647	0.2894	0.2174	0.4896	0.1151	0.0375	0.1545	0.0909	0.1937	0.1628
ENSG00000146072	TNFRSF21	0.2596	0.1215	0.1573	0.0024	0.1119	0.0018	0.1229	0.0018	0.1761	0.1115	0.0123	0.0507	0.0707	0.0257	0.0585	0.2663	0.0244	0.4675	0.0002	0.3173
ENSG00000122482	ZNF644	0.2595	0.2015	0.1477	0.2321	0.2706	0.2681	0.3013	0.2682	0.1754	0.2264	0.3291	0.3248	0.1984	0.1653	0.1714	0.2276	0.1222	0.3808	0.2297	0.3569
ENSG00000167654	ATCAY	0.2594	0.0127	0.5791	0.1132	0.2308	0.2643	0.1524	0.0552	0.1055	0.5517	0.1459	0.1676	0.2184	0.2160	0.0873	0.1500	0.1827	0.1803	0.2852	0.0694
ENSG00000260230	FRRS1L	0.2594	0.2628	0.1228	0.1805	0.1624	0.3606	0.3293	0.2004	0.3305	0.4921	0.3289	0.1515	0.1747	0.2704	0.3305	0.0750	0.4405	0.2591	0.1000	0.1941
ENSG00000071189	SNX13	0.2592	0.1135	0.2183	0.1795	0.3021	0.2784	0.3274	0.3435	0.2038	0.0639	0.1137	0.1065	0.2806	0.1652	0.1363	0.2401	0.1875	0.1283	0.1485	0.5327
ENSG00000174197	MGA	0.2591	0.1371	0.0927	0.1586	0.2641	0.1771	0.3067	0.0844	0.2021	0.3810	0.1567	0.0215	0.1318	0.0720	0.1324	0.1248	0.0705	0.2673	0.1221	0.2394
ENSG00000198887	SMC5	0.2587	0.2480	0.0677	0.2668	0.1586	0.3497	0.2921	0.2891	0.2145	0.2277	0.2518	0.0710	0.2016	0.2610	0.1743	0.0288	0.2395	0.3074	0.2019	0.3737
ENSG00000100393	EP300	0.2585	0.0852	0.2427	0.1811	0.2159	0.2008	0.2551	0.2121	0.1887	0.3779	0.2182	0.0715	0.2207	0.1257	0.2408	0.1444	0.1531	0.2931	0.0842	0.1306
ENSG00000164142	FAM160A1	0.2584	0.0016	0.0001	0.0000	0.0000	0.0000	0.0855	0.0210	0.0053	0.1739	0.0061	0.0523	0.4248	0.0114	0.0000	0.0000	0.2314	0.2020	0.0000	0.0000
ENSG00000187257	RSBN1L	0.2584	0.1434	0.0991	0.1248	0.1859	0.1539	0.2308	0.1690	0.0906	0.2993	0.1586	0.1787	0.0991	0.1135	0.0824	0.0291	0.1612	0.2028	0.0680	0.1853
ENSG00000177679	SRRM3	0.2584	0.2816	0.0442	0.3976	0.3180	0.1820	0.3953	0.4897	0.3653	0.6593	0.5760	0.2676	0.1238	0.3072	0.1395	0.2386	0.2617	0.2079	0.2071	0.0297
ENSG00000145982	FARS2	0.2578	0.0986	0.1435	0.2915	0.4998	0.4228	0.3357	0.2581	0.3498	0.3319	0.4032	0.1514	0.3587	0.0991	0.5733	0.4061	0.3188	0.2968	0.0773	0.2934
ENSG00000107290	SETX	0.2576	0.1832	0.2232	0.1645	0.2172	0.2640	0.3012	0.2424	0.3174	0.4057	0.2454	0.2353	0.1085	0.2350	0.1220	0.1035	0.2112	0.2781	0.1947	0.2434
ENSG00000165525	NEMF	0.2576	0.3791	0.1333	0.3199	0.1627	0.2809	0.3087	0.2447	0.2313	0.4602	0.2261	0.5690	0.2013	0.4257	0.1392	0.0380	0.2734	0.2281	0.5334	0.3397
ENSG00000128881	TTBK2	0.2573	0.1521	0.4931	0.2834	0.3280	0.2104	0.2507	0.4196	0.3216	0.2388	0.4185	0.1360	0.1867	0.1323	0.1802	0.4985	0.2427	0.3875	0.0439	0.2415
ENSG00000135720	DYNC1LI2	0.2573	0.3195	0.3958	0.0962	0.0745	0.1267	0.1264	0.1099	0.0666	0.1777	0.1023	0.2198	0.1944	0.2895	0.1216	0.1212	0.2144	0.3086	0.2968	0.4217
ENSG00000086758	HUWE1	0.2572	0.1355	0.3588	0.2554	0.2080	0.3124	0.3783	0.2243	0.2979	0.2273	0.3981	0.1928	0.1743	0.2514	0.1947	0.1272	0.1349	0.2816	0.2419	0.2241
ENSG00000184305	CCSER1	0.2572	0.2501	0.3565	0.5463	1.4069	0.5882	0.6411	0.3754	0.6473	0.2732	0.9607	0.2800	0.5042	0.1684	0.4191	1.3683	0.3705	0.2738	0.8079	0.1417
ENSG00000125388	GRK4	0.2571	0.0544	0.0197	0.0775	0.1315	0.1503	0.2086	0.3334	0.1568	0.5042	0.1327	0.1199	0.1403	0.0152	0.0293	0.1896	0.0467	0.2763	0.0037	0.2700
ENSG00000166128	RAB8B	0.2571	0.1105	0.0665	0.0002	0.0074	0.0166	0.0523	0.1776	0.0061	0.1791	0.0110	0.1083	0.0690	0.0136	0.0028	0.2196	0.0028	0.1567	0.0028	0.2635
ENSG00000067900	ROCK1	0.2570	0.0921	0.0528	0.2214	0.1604	0.1927	0.3861	0.2566	0.3189	0.3358	0.1757	0.0986	0.1896	0.4223	0.1919	0.1558	0.3012	0.2107	0.1957	0.4362
ENSG00000156219	ART3	0.2567	0.0096	0.0001	0.0000	0.0001	0.0000	0.5629	0.0000	0.0000	0.0000	0.0002	0.1281	0.0000	0.5339	0.3833	0.0110	0.3863	0.0001	0.0003	0.0034
ENSG00000152404	CWF19L2	0.2563	0.3257	0.0718	0.1616	0.0170	0.1355	0.0221	0.3028	0.2250	0.5251	0.1208	0.3729	0.1085	0.3800	0.2256	0.0004	0.2297	0.2044	0.3730	0.2523
ENSG00000196396	PTPN1	0.2563	0.1637	0.0399	0.1608	0.1300	0.1882	0.1406	0.1123	0.1441	0.2408	0.1677	0.0619	0.0069	0.0606	0.2254	0.1953	0.1752	0.3158	0.0243	0.4416
ENSG00000122547	EEPD1	0.2562	0.0000	0.0443	0.0156	0.0000	0.0000	0.0004	0.2690	0.4519	0.0079	0.4484	0.0083	0.0613	0.3608	0.0000	0.0000	0.0508	0.2376	0.0000	0.0000
ENSG00000164619	BMPER	0.2561	0.1845	0.1542	0.2130	0.5092	0.3489	0.1826	0.2280	0.6778	0.2461	0.4145	0.2067	0.4942	0.4452	0.2734	0.7447	0.2905	0.2524	0.3429	0.2642
ENSG00000111785	RIC8B	0.2558	0.1131	0.0869	0.1882	0.2511	0.2032	0.2400	0.2308	0.2515	0.1432	0.3915	0.1391	0.1591	0.1226	0.2825	0.1579	0.4631	0.3740	0.1032	0.3009
ENSG00000104613	INTS10	0.2555	0.2607	0.0187	0.0627	0.1123	0.1559	0.4953	0.3092	0.1272	0.1339	0.0103	0.1814	0.2870	0.3456	0.5232	0.1317	0.4591	0.3063	0.3047	0.4610
ENSG00000128245	YWHAH	0.2555	0.6110	0.6502	0.4223	0.2311	0.0630	0.1518	0.0690	0.0882	0.0020	0.0759	0.6113	0.3048	0.4961	0.5350	0.3123	0.2740	0.0221	0.5268	0.5277
ENSG00000106692	FKTN	0.2553	0.1158	0.0546	0.1910	0.0989	0.1940	0.1650	0.2965	0.2465	0.2119	0.0870	0.1640	0.1872	0.1826	0.1548	0.0312	0.1978	0.3400	0.1364	0.4434
ENSG00000165355	FBXO33	0.2553	0.1293	0.4390	0.1965	0.1120	0.1940	0.2106	0.0657	0.1384	0.2353	0.2743	0.0550	0.0310	0.1707	0.1789	0.3239	0.3004	0.4615	0.1823	0.1570
ENSG00000154553	PDLIM3	0.2552	0.0023	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0277	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0857
ENSG00000152413	HOMER1	0.2551	0.1688	0.2557	0.2619	0.4128	0.1484	0.3965	0.2556	0.3981	0.1898	0.6287	0.3174	0.2247	0.4550	0.4219	1.1214	0.3527	0.4231	0.4765	0.3530
ENSG00000166897	ELFN2	0.2549	0.0719	0.0000	0.0000	0.0000	0.0309	0.0603	0.0000	0.1033	0.4386	0.0000	0.0000	0.0889	0.0001	0.0002	0.0000	0.0906	0.0471	0.0009	0.0925
ENSG00000177694	NAALADL2	0.2549	0.2407	0.0359	0.1666	0.3407	0.2296	0.2470	0.4118	0.3050	0.3699	0.1089	0.0432	0.0278	0.1945	0.3451	0.3078	0.1102	0.2419	0.3074	0.2713
ENSG00000033178	UBA6	0.2548	0.2029	0.0625	0.2638	0.1023	0.3811	0.2183	0.3465	0.2506	0.0201	0.0972	0.2324	0.3113	0.1919	0.1287	0.0971	0.1956	0.1763	0.2627	0.6378
ENSG00000182154	MRPL41	0.2548	0.1624	0.1600	0.0620	0.0808	0.2415	0.1212	0.0050	0.1135	0.4479	0.0016	0.3725	0.0896	0.0828	0.0564	0.0163	0.1723	0.0134	0.1112	0.0958
ENSG00000025796	SEC63	0.2547	0.2823	0.1681	0.1508	0.0756	0.1979	0.3226	0.1556	0.2342	0.4540	0.0371	0.1168	0.1520	0.2204	0.1581	0.0658	0.2238	0.2123	0.0992	0.2864
ENSG00000116406	EDEM3	0.2547	0.0881	0.2741	0.2020	0.1291	0.1920	0.2007	0.2418	0.1565	0.0062	0.0689	0.1295	0.2008	0.0256	0.1992	0.1505	0.1094	0.2907	0.0866	0.4785
ENSG00000122359	ANXA11	0.2545	0.0761	0.2962	0.0068	0.0312	0.0048	0.3732	0.0001	0.0281	0.3359	0.0090	0.1470	0.0000	0.0419	0.0877	0.1080	0.0237	0.0580	0.0008	0.1047
ENSG00000131370	SH3BP5	0.2545	0.0570	0.0350	0.0488	0.2289	0.2516	0.0139	0.0654	0.3019	0.3399	0.0217	0.0311	0.0885	0.0014	0.0032	0.2194	0.1407	0.2067	0.0004	0.2206
ENSG00000163466	ARPC2	0.2545	0.2774	0.3560	0.1101	0.0917	0.0577	0.1258	0.0188	0.1263	0.3197	0.1521	0.6954	0.0937	0.2847	0.2027	0.0820	0.1047	0.0541	0.1970	0.3603
ENSG00000134709	HOOK1	0.2544	0.1167	0.2007	0.2003	0.1476	0.1776	0.3854	0.0995	0.2918	0.0219	0.0672	0.0392	0.0951	0.3030	0.0164	0.0548	0.1075	0.2076	0.1617	0.5435
ENSG00000080546	SESN1	0.2543	0.2383	0.1799	0.2322	0.3357	0.3138	0.3755	0.1610	0.0369	0.0555	0.5393	0.1573	0.0537	0.2342	0.3377	0.2868	0.3325	0.3854	0.1696	0.3012
ENSG00000164754	RAD21	0.2542	0.3692	0.5736	0.1511	0.0776	0.1997	0.0726	0.0559	0.0492	0.0008	0.0192	0.1452	0.2295	0.1548	0.1505	0.0426	0.0716	0.1404	0.1735	0.2652
ENSG00000135829	DHX9	0.2541	0.2051	0.3881	0.1220	0.1649	0.1539	0.2649	0.1529	0.0778	0.1072	0.1230	0.1176	0.1773	0.1759	0.1245	0.0526	0.1289	0.1774	0.0575	0.2618
ENSG00000175264	CHST1	0.2540	0.0163	0.1012	0.0879	0.0144	0.0001	0.1045	0.0000	0.0003	0.3009	0.0206	0.0018	0.1052	0.1487	0.1224	0.0636	0.0060	0.0003	0.0225	0.2472
ENSG00000121964	GTDC1	0.2538	0.3450	0.1264	0.2352	0.7220	0.4104	0.4653	0.1692	0.2685	0.1929	0.5963	0.0759	0.0910	0.2548	0.3086	0.7243	0.3076	0.4575	0.5219	0.3725
ENSG00000146856	AGBL3	0.2536	0.0705	0.1109	0.0921	0.0097	0.1717	0.2262	0.3280	0.1300	0.2217	0.0313	0.0850	0.1606	0.0872	0.0533	0.0053	0.3379	0.2876	0.3678	0.0631
ENSG00000125450	NUP85	0.2534	0.1992	0.0031	0.0427	0.0000	0.0311	0.0362	0.0176	0.0386	0.3795	0.0019	0.1318	0.0390	0.1861	0.0204	0.0000	0.0587	0.1396	0.1703	0.3424
ENSG00000114796	KLHL24	0.2534	0.2259	0.1637	0.3283	0.2290	0.3313	0.2482	0.3149	0.2690	0.1782	0.2763	0.1789	0.3111	0.2962	0.2296	0.1866	0.2390	0.3905	0.2149	0.1381
ENSG00000087206	UIMC1	0.2534	0.0624	0.0529	0.1744	0.1524	0.2312	0.2206	0.2119	0.2320	0.3596	0.1730	0.1943	0.0952	0.2044	0.1980	0.1176	0.1745	0.2725	0.0483	0.2683
ENSG00000114757	PEX5L	0.2532	0.6368	0.0910	0.0000	1.2040	0.4120	0.3528	0.0736	0.5133	0.0979	0.2546	0.0553	0.7088	0.0487	0.6091	1.1768	0.8520	0.6804	0.2266	0.2483
ENSG00000132434	LANCL2	0.2531	0.1078	0.1876	0.0035	0.0171	0.2098	0.1289	0.1034	0.1127	0.2850	0.0066	0.0786	0.1704	0.0225	0.0143	0.1541	0.5457	0.2194	0.0098	0.2075
ENSG00000139436	GIT2	0.2531	0.0658	0.0657	0.1679	0.1709	0.0909	0.2359	0.4728	0.2066	0.2779	0.3699	0.3507	0.0256	0.3145	0.1149	0.1894	0.1451	0.5984	0.1911	0.2210
ENSG00000078142	PIK3C3	0.2529	0.0781	0.1684	0.1803	0.2753	0.5218	0.2260	0.3310	0.3113	0.0934	0.2261	0.2703	0.1492	0.1752	0.2725	0.2885	0.2678	0.2251	0.2899	0.4870
ENSG00000154639	CXADR	0.2526	0.0865	0.2129	0.2452	0.1274	0.0862	0.3288	0.0244	0.2834	0.1251	0.1670	0.0975	0.1593	0.2329	0.2040	0.0763	0.0777	0.1338	0.2660	0.4632
ENSG00000117139	KDM5B	0.2524	0.1850	0.0361	0.2171	0.1982	0.1189	0.3099	0.1004	0.1530	0.3049	0.2343	0.2370	0.1463	0.1772	0.3274	0.1393	0.2895	0.2930	0.0947	0.3159
ENSG00000176155	CCDC57	0.2524	0.1761	0.0103	0.1329	0.2081	0.2901	0.3232	0.2801	0.2901	0.5326	0.3513	0.1581	0.1007	0.2472	0.0595	0.0937	0.2733	0.2602	0.1197	0.0371
ENSG00000104381	GDAP1	0.2523	0.3785	0.2469	0.2035	0.1339	0.1722	0.2095	0.1300	0.1763	0.0120	0.1458	0.2823	0.2283	0.3594	0.1865	0.1918	0.2910	0.3599	0.3656	0.6326
ENSG00000078304	PPP2R5C	0.2522	0.1955	0.2544	0.2476	0.2320	0.3871	0.3246	0.1605	0.2736	0.4245	0.2695	0.1556	0.2635	0.1895	0.2628	0.3335	0.1953	0.3332	0.1611	0.2393
ENSG00000104852	SNRNP70	0.2522	0.2120	0.1503	0.1780	0.3305	0.1793	0.1711	0.1289	0.1510	0.5036	0.2568	0.0790	0.2326	0.2511	0.0669	0.2605	0.2346	0.1459	0.2023	0.0440
ENSG00000143756	FBXO28	0.2520	0.1411	0.1887	0.1945	0.0367	0.2379	0.2270	0.2046	0.1747	0.4725	0.0311	0.2086	0.1785	0.2967	0.2153	0.0009	0.2138	0.3086	0.3169	0.1493
ENSG00000273749	CYFIP1	0.2518	0.0784	0.1530	0.4112	0.0405	0.0271	0.2301	0.1608	0.0136	0.4762	0.0953	0.1568	0.0002	0.3621	0.2829	0.0013	0.1484	0.3060	0.1165	0.0136
ENSG00000108091	CCDC6	0.2518	0.1643	0.2981	0.0543	0.1558	0.0859	0.3322	0.2434	0.2702	0.2041	0.3292	0.0426	0.1024	0.0602	0.3812	0.2059	0.0590	0.3443	0.1394	0.3683
ENSG00000079102	RUNX1T1	0.2517	0.3883	0.0549	0.0351	0.1824	0.5688	0.5525	0.1210	0.4190	0.3275	0.3034	0.1155	0.5381	0.1648	1.2889	0.0063	0.0631	0.1618	0.2020	0.3909
ENSG00000038219	BOD1L1	0.2515	0.2407	0.3332	0.1518	0.1592	0.2851	0.1363	0.3644	0.1952	0.5552	0.1129	0.4196	0.2194	0.3399	0.0569	0.0133	0.2264	0.1896	0.2697	0.3462
ENSG00000104043	ATP8B4	0.2514	0.0020	0.0046	0.0419	0.0008	0.0545	0.2809	0.0047	0.1137	0.1632	0.0018	0.0020	0.0521	0.0001	0.0000	0.0050	0.1334	0.0828	0.1035	0.1193
ENSG00000108953	YWHAE	0.2514	0.3570	0.5487	0.2407	0.2766	0.1250	0.0766	0.0155	0.1124	0.4417	0.1169	0.5356	0.2084	0.2700	0.1980	0.2016	0.0737	0.0172	0.1469	0.0687
ENSG00000163635	ATXN7	0.2511	0.1317	0.0886	0.2234	0.2865	0.3085	0.2293	0.1637	0.1918	0.2858	0.1496	0.0445	0.2139	0.1145	0.0156	0.2345	0.2388	0.3906	0.0925	0.3368
ENSG00000130511	SSBP4	0.2506	0.1185	0.0544	0.0393	0.1078	0.0286	0.2145	0.0411	0.0313	0.1259	0.1362	0.1915	0.0747	0.1431	0.0777	0.1920	0.1929	0.1131	0.0242	0.3025
ENSG00000176261	ZBTB8OS	0.2506	0.1653	0.1038	0.1474	0.0496	0.1990	0.1736	0.2086	0.2530	0.4502	0.2204	0.2787	0.1145	0.2149	0.2655	0.1015	0.2085	0.1959	0.1518	0.1747
ENSG00000154277	UCHL1	0.2506	0.5445	0.3594	0.3674	0.2228	0.2102	0.2262	0.1043	0.2914	0.0382	0.0777	0.5996	0.5325	0.4858	0.6026	0.3082	0.3467	0.1453	0.8720	0.5642
ENSG00000117758	STX12	0.2503	0.1005	0.2597	0.0698	0.1974	0.2790	0.1277	0.1261	0.1814	0.2942	0.1056	0.3090	0.1758	0.0970	0.1201	0.2978	0.1164	0.3339	0.1105	0.3703
ENSG00000166619	BLCAP	0.2502	0.5115	0.5275	0.0071	0.0032	0.0454	0.2117	0.0334	0.0302	0.1184	0.0201	0.1423	0.1396	0.1836	0.0436	0.0013	0.0555	0.2100	0.2603	0.1323
ENSG00000197635	DPP4	0.2500	0.0197	0.1294	0.0000	0.3467	0.0036	0.0000	0.0000	0.1739	0.0000	0.0000	0.1654	0.0034	0.0025	0.0000	0.0264	0.0000	0.7944	0.0753	0.0000
ENSG00000128487	SPECC1	0.2498	0.0859	0.1588	0.3513	0.5257	0.1106	0.3133	0.4517	0.2453	0.3473	1.0529	0.3959	0.0885	0.4328	0.1332	0.4902	0.3681	0.4043	0.0512	0.0608
ENSG00000156831	NSMCE2	0.2497	0.1917	0.1041	0.2150	0.4297	0.3691	0.3286	0.4639	0.3075	0.3438	0.5113	0.1843	0.1661	0.1094	0.2338	0.3139	0.1952	0.3487	0.2190	0.2581
ENSG00000087258	GNAO1	0.2496	0.2790	0.3462	0.2752	0.4286	0.2029	0.1845	0.1509	0.2414	0.6150	0.3291	0.1578	0.3237	0.4324	0.3676	0.2935	0.0948	0.1927	0.2646	0.2383
ENSG00000198780	FAM169A	0.2493	0.2659	0.3019	0.1589	0.2425	0.2723	0.3575	0.2248	0.1665	0.2039	0.2731	0.1458	0.2555	0.3147	0.3172	0.2495	0.1057	0.2937	0.1387	0.2442
ENSG00000036448	MYOM2	0.2492	0.0586	0.0000	0.0000	0.0000	0.0000	0.2765	0.0000	0.0000	0.0994	0.0014	0.0004	0.0000	0.2168	0.4271	0.0000	0.0000	0.0001	0.0028	0.2762
ENSG00000132155	RAF1	0.2492	0.1302	0.0893	0.1646	0.0584	0.2332	0.2426	0.1214	0.2629	0.3949	0.3258	0.1618	0.0256	0.2156	0.0980	0.0209	0.1124	0.2707	0.1384	0.1685
ENSG00000133114	GPALPP1	0.2492	0.2997	0.1143	0.0802	0.0937	0.1764	0.1681	0.2726	0.2403	0.2074	0.2452	0.0620	0.1681	0.2110	0.2706	0.1062	0.4217	0.2365	0.2293	0.4462
ENSG00000116667	C1orf21	0.2489	0.2106	0.1909	0.3929	0.4029	0.0515	0.1512	0.4329	0.2647	0.4064	0.2935	0.2119	0.2857	0.1659	0.3387	0.4217	0.1969	0.3197	0.1665	0.3383
ENSG00000166598	HSP90B1	0.2485	0.6449	0.4041	0.0234	0.0158	0.0077	0.0240	0.1451	0.0634	0.0577	0.0917	0.5166	0.1162	0.4479	0.0992	0.0019	0.3791	0.0950	0.4578	0.3801
ENSG00000123983	ACSL3	0.2481	0.2129	0.5513	0.4060	0.1556	0.3152	0.1924	0.2676	0.2702	0.0694	0.2761	0.3565	0.0819	0.3488	0.3518	0.1196	0.3208	0.0058	0.1758	0.2771
ENSG00000135164	DMTF1	0.2480	0.1365	0.0140	0.2839	0.1642	0.3869	0.3003	0.3467	0.3173	0.0509	0.1117	0.1303	0.3092	0.2274	0.1819	0.1757	0.1343	0.2397	0.3126	0.5857
ENSG00000147854	UHRF2	0.2474	0.1309	0.0901	0.1742	0.0632	0.2585	0.0128	0.2129	0.2091	0.2412	0.1886	0.0204	0.0967	0.0844	0.1588	0.0531	0.1332	0.1447	0.2371	0.2883
ENSG00000163872	YEATS2	0.2471	0.1157	0.0635	0.3417	0.2321	0.3063	0.3155	0.1301	0.2627	0.3877	0.1423	0.1453	0.2791	0.1187	0.3773	0.1732	0.2414	0.1940	0.2018	0.4153
ENSG00000023318	ERP44	0.2471	0.2843	0.1492	0.1437	0.1979	0.2385	0.3058	0.3333	0.2437	0.0052	0.2513	0.1710	0.1770	0.1314	0.1659	0.0909	0.1959	0.4001	0.1716	0.4656
ENSG00000004487	KDM1A	0.2467	0.0674	0.2611	0.1224	0.0649	0.1996	0.2671	0.1498	0.1656	0.2267	0.1163	0.0798	0.1877	0.1428	0.1710	0.0787	0.1968	0.2486	0.1686	0.2752
ENSG00000163939	PBRM1	0.2465	0.0997	0.1391	0.1868	0.1764	0.4079	0.2763	0.2719	0.3160	0.4219	0.1912	0.2407	0.2522	0.2764	0.2793	0.0779	0.1650	0.2560	0.0060	0.2548
ENSG00000143156	NME7	0.2464	0.1265	0.2067	0.3793	0.6013	0.2707	0.5304	0.1259	0.2806	0.2536	0.5380	0.1720	0.3649	0.2453	0.1756	0.6623	0.3155	0.2528	0.2373	0.3713
ENSG00000083896	YTHDC1	0.2463	0.1739	0.1935	0.1149	0.0149	0.3014	0.2107	0.2774	0.1928	0.1069	0.1230	0.2491	0.1385	0.4318	0.0815	0.0007	0.1548	0.2212	0.3154	0.4730
ENSG00000156299	TIAM1	0.2459	0.0748	0.2595	0.4656	0.0014	0.0171	0.0001	0.2280	0.5537	0.3043	0.0057	0.2654	0.0946	0.3289	0.0015	0.0003	0.8991	0.2060	0.0389	0.0192
ENSG00000100722	ZC3H14	0.2459	0.1560	0.1222	0.1079	0.2977	0.3185	0.4032	0.1581	0.1505	0.1834	0.3294	0.1328	0.1093	0.1011	0.2363	0.1822	0.2535	0.2600	0.0520	0.1804
ENSG00000198046	ZNF667	0.2457	0.1708	0.1210	0.0356	0.0516	0.1417	0.1037	0.0514	0.1062	0.2794	0.0040	0.0659	0.0779	0.0840	0.0856	0.0677	0.2900	0.1500	0.0278	0.2695
ENSG00000141068	KSR1	0.2455	0.1623	0.0293	0.0822	0.0505	0.2119	0.0288	0.1726	0.0560	0.3653	0.0459	0.0347	0.0869	0.1399	0.0488	0.0499	0.0246	0.2968	0.0457	0.1061
ENSG00000105339	DENND3	0.2452	0.0150	0.0020	0.0683	0.1665	0.0406	0.3334	0.0100	0.0703	0.3111	0.0951	0.0673	0.0052	0.0851	0.2037	0.2183	0.1684	0.3625	0.0031	0.4114
ENSG00000251322	SHANK3	0.2449	0.0655	0.0452	0.0709	0.0004	0.0415	0.2134	0.1243	0.0308	0.4275	0.0386	0.0346	0.1145	0.4040	0.0609	0.0002	0.3614	0.2922	0.1826	0.1748
ENSG00000163947	ARHGEF3	0.2448	0.4098	0.2083	0.0830	0.1572	0.2270	0.1279	0.4393	0.1402	0.3050	0.5248	0.0767	0.0511	0.0833	0.2912	0.6238	0.4977	0.3005	0.2987	0.4141
ENSG00000172262	ZNF131	0.2446	0.1044	0.2518	0.3336	0.0300	0.1577	0.0360	0.2217	0.1481	0.3776	0.0246	0.1611	0.1377	0.2115	0.0323	0.0022	0.0885	0.1593	0.1082	0.1227
ENSG00000143702	CEP170	0.2446	0.1514	0.2282	0.2075	0.3051	0.2022	0.3043	0.3996	0.3250	0.1976	0.3381	0.1469	0.2082	0.2340	0.3643	0.2257	0.1443	0.1791	0.3650	0.4538
ENSG00000115365	LANCL1	0.2445	0.2906	0.6049	0.0570	0.2219	0.0219	0.0539	0.1805	0.0849	0.0000	0.0694	0.2304	0.2152	0.1875	0.0494	0.3968	0.0471	0.1379	0.1282	0.3619
